"LearningEventID","EmployeeID","CourseID","CompletionDate","LearningHours","CompletionStatus","CourseName","CourseCategory"
"L101601_2",101601,3,2022-11-13,7,"Completed","Manager Essentials","Leadership"
"L100111_1",100111,9,2018-07-06,2.7,"Completed","Sales Negotiation","Business"
"L106044_1",106044,8,2019-05-06,1.2,"Completed","Customer Experience","Business"
"L106044_2",106044,6,2020-05-29,4.8,"Completed","Power BI Foundations","Technical"
"L106044_3",106044,1,2025-11-18,9.8,"Completed","Code of Conduct","Compliance"
"L106044_4",106044,2,2026-01-21,10.9,"Completed","Security Awareness","Compliance"
"L106283_1",106283,9,2021-01-26,4.2,"Completed","Sales Negotiation","Business"
"L106283_2",106283,7,2024-10-19,9.2,"Completed","Project Management Basics","Business"
"L100074_1",100074,3,2018-12-11,9.6,"Completed","Manager Essentials","Leadership"
"L100074_2",100074,6,2019-07-09,8.9,"Completed","Power BI Foundations","Technical"
"L100074_3",100074,4,2021-07-05,5.3,"Completed","Inclusive Leadership","Leadership"
"L100074_4",100074,1,2021-12-30,10.5,"Completed","Code of Conduct","Compliance"
"L100074_5",100074,11,2023-05-10,1.6,"Completed","Finance for Managers","Business"
"L100074_6",100074,8,2024-03-05,5.4,"Completed","Customer Experience","Business"
"L103331_1",103331,12,2019-04-24,6,"Completed","Data Literacy","Technical"
"L103331_2",103331,9,2021-12-08,3.5,"Completed","Sales Negotiation","Business"
"L103331_3",103331,2,2025-05-13,5.7,"Completed","Security Awareness","Compliance"
"L109424_1",109424,6,2024-02-27,1.7,"Completed","Power BI Foundations","Technical"
"L109424_2",109424,7,2025-10-27,8.9,"Completed","Project Management Basics","Business"
"L101532_1",101532,3,2024-08-02,8.2,"Completed","Manager Essentials","Leadership"
"L101532_2",101532,4,2025-11-15,10,"Completed","Inclusive Leadership","Leadership"
"L101772_1",101772,5,2019-08-16,5.5,"Completed","Advanced Excel","Technical"
"L101772_2",101772,1,2022-01-19,7.3,"Completed","Code of Conduct","Compliance"
"L103754_1",103754,7,2023-08-21,3.4,"Completed","Project Management Basics","Business"
"L103754_2",103754,10,2024-02-15,6.9,"Completed","HR Compliance","Compliance"
"L103754_3",103754,8,2025-03-06,9.6,"Completed","Customer Experience","Business"
"L107667_1",107667,9,2021-08-07,6.5,"Completed","Sales Negotiation","Business"
"L107667_2",107667,11,2024-02-25,11.6,"Completed","Finance for Managers","Business"
"L107667_3",107667,12,2025-05-24,8.7,"Completed","Data Literacy","Technical"
"L105201_1",105201,5,2022-04-14,11.4,"Completed","Advanced Excel","Technical"
"L105201_2",105201,6,2022-05-09,6.6,"Completed","Power BI Foundations","Technical"
"L105201_3",105201,2,2024-05-29,11.2,"Completed","Security Awareness","Compliance"
"L105179_1",105179,6,2021-02-15,1.5,"Completed","Power BI Foundations","Technical"
"L105179_2",105179,11,2022-10-25,5.5,"Completed","Finance for Managers","Business"
"L105179_3",105179,7,2022-11-22,3.5,"Completed","Project Management Basics","Business"
"L105179_4",105179,10,2023-06-20,10.7,"Completed","HR Compliance","Compliance"
"L104987_1",104987,10,2019-10-04,7.3,"Completed","HR Compliance","Compliance"
"L104987_2",104987,2,2021-08-18,4,"Completed","Security Awareness","Compliance"
"L104987_3",104987,8,2023-10-13,8.3,"Completed","Customer Experience","Business"
"L104987_4",104987,4,2024-08-11,11.8,"Completed","Inclusive Leadership","Leadership"
"L102671_1",102671,10,2019-10-28,7,"Completed","HR Compliance","Compliance"
"L102671_2",102671,12,2020-01-09,7.7,"Completed","Data Literacy","Technical"
"L102671_3",102671,8,2021-02-18,4.4,"Completed","Customer Experience","Business"
"L104483_1",104483,1,2020-03-16,2.6,"Completed","Code of Conduct","Compliance"
"L104483_2",104483,12,2021-03-23,1.4,"Completed","Data Literacy","Technical"
"L104483_3",104483,11,2021-07-25,4.6,"Completed","Finance for Managers","Business"
"L104483_4",104483,2,2022-06-13,8.2,"Completed","Security Awareness","Compliance"
"L104483_5",104483,3,2023-07-13,8.8,"Completed","Manager Essentials","Leadership"
"L103393_1",103393,5,2021-04-21,7.4,"Completed","Advanced Excel","Technical"
"L103393_2",103393,8,2022-05-04,7.1,"Completed","Customer Experience","Business"
"L103393_3",103393,9,2023-05-20,3.8,"Completed","Sales Negotiation","Business"
"L100815_1",100815,3,2022-01-31,8.4,"Completed","Manager Essentials","Leadership"
"L100815_2",100815,2,2023-07-03,7.3,"Completed","Security Awareness","Compliance"
"L100815_3",100815,11,2023-08-07,0.8,"Completed","Finance for Managers","Business"
"L104635_1",104635,6,2023-07-30,9.8,"Completed","Power BI Foundations","Technical"
"L104635_2",104635,12,2023-10-31,11.1,"Completed","Data Literacy","Technical"
"L104635_3",104635,5,2025-01-26,9.1,"Completed","Advanced Excel","Technical"
"L104635_4",104635,9,2025-08-25,3,"Completed","Sales Negotiation","Business"
"L107318_1",107318,10,2023-01-21,11.5,"Completed","HR Compliance","Compliance"
"L107318_2",107318,6,2023-11-26,10.5,"Completed","Power BI Foundations","Technical"
"L107318_3",107318,2,2024-04-20,7.7,"Completed","Security Awareness","Compliance"
"L107318_4",107318,5,2024-10-30,7.7,"Completed","Advanced Excel","Technical"
"L107318_5",107318,1,2024-11-09,3.2,"Completed","Code of Conduct","Compliance"
"L108453_1",108453,4,2022-01-14,5.7,"Completed","Inclusive Leadership","Leadership"
"L108453_2",108453,11,2023-05-19,4.4,"Completed","Finance for Managers","Business"
"L108453_3",108453,12,2023-10-29,4.9,"Completed","Data Literacy","Technical"
"L108453_4",108453,10,2025-01-10,4.4,"Completed","HR Compliance","Compliance"
"L107228_1",107228,10,2022-11-12,9.7,"Completed","HR Compliance","Compliance"
"L107228_2",107228,8,2025-06-22,8.5,"Completed","Customer Experience","Business"
"L102015_1",102015,5,2023-04-23,8.2,"Completed","Advanced Excel","Technical"
"L102015_2",102015,10,2024-04-04,6,"Completed","HR Compliance","Compliance"
"L105695_1",105695,10,2022-10-25,2.3,"Completed","HR Compliance","Compliance"
"L105695_2",105695,4,2024-10-07,8,"Completed","Inclusive Leadership","Leadership"
"L105923_1",105923,3,2021-11-28,11.7,"Completed","Manager Essentials","Leadership"
"L105923_2",105923,4,2023-04-15,11.7,"Completed","Inclusive Leadership","Leadership"
"L100912_1",100912,6,2021-09-26,1.6,"Completed","Power BI Foundations","Technical"
"L100912_2",100912,7,2023-09-09,11.7,"Completed","Project Management Basics","Business"
"L100912_3",100912,5,2024-03-21,2.1,"Completed","Advanced Excel","Technical"
"L109477_1",109477,3,2025-10-10,0.9,"Completed","Manager Essentials","Leadership"
"L109477_2",109477,9,2026-01-02,4.5,"Completed","Sales Negotiation","Business"
"L100733_1",100733,10,2022-12-22,2.2,"Completed","HR Compliance","Compliance"
"L100733_2",100733,5,2023-07-09,6,"Completed","Advanced Excel","Technical"
"L100733_3",100733,2,2024-08-25,3.9,"Completed","Security Awareness","Compliance"
"L104188_1",104188,8,2022-03-07,6.6,"Completed","Customer Experience","Business"
"L104188_2",104188,9,2022-09-10,2,"Completed","Sales Negotiation","Business"
"L104188_3",104188,10,2025-10-06,9.2,"Completed","HR Compliance","Compliance"
"L107970_1",107970,10,2023-04-18,1,"Completed","HR Compliance","Compliance"
"L107970_2",107970,12,2025-07-07,11,"Completed","Data Literacy","Technical"
"L107970_3",107970,7,2026-01-12,8.9,"Completed","Project Management Basics","Business"
"L102372_1",102372,11,2022-10-31,3.5,"Completed","Finance for Managers","Business"
"L102372_2",102372,9,2022-12-06,3.8,"Completed","Sales Negotiation","Business"
"L102372_3",102372,10,2023-05-08,3,"Completed","HR Compliance","Compliance"
"L106988_1",106988,6,2023-04-07,11.8,"Completed","Power BI Foundations","Technical"
"L106988_2",106988,4,2024-04-22,5.9,"Completed","Inclusive Leadership","Leadership"
"L106988_3",106988,8,2024-12-14,2.6,"Completed","Customer Experience","Business"
"L106988_4",106988,7,2025-12-23,11,"Completed","Project Management Basics","Business"
"L106311_1",106311,3,2023-01-13,11.5,"Completed","Manager Essentials","Leadership"
"L106311_2",106311,5,2024-07-27,10.1,"Completed","Advanced Excel","Technical"
"L108760_1",108760,11,2023-06-27,2.2,"Completed","Finance for Managers","Business"
"L108760_2",108760,3,2025-10-11,1.2,"Completed","Manager Essentials","Leadership"
"L108760_3",108760,2,2025-12-22,3.1,"Completed","Security Awareness","Compliance"
"L108760_4",108760,12,2026-01-08,1.5,"Completed","Data Literacy","Technical"
"L108760_5",108760,8,2026-01-20,7.8,"Completed","Customer Experience","Business"
"L104697_1",104697,3,2023-09-18,11.2,"Completed","Manager Essentials","Leadership"
"L104697_2",104697,10,2024-02-02,8.7,"Completed","HR Compliance","Compliance"
"L108255_1",108255,10,2023-12-23,8.4,"Completed","HR Compliance","Compliance"
"L108255_2",108255,11,2024-04-12,8.8,"Completed","Finance for Managers","Business"
"L108255_3",108255,9,2024-08-10,1,"Completed","Sales Negotiation","Business"
"L108255_4",108255,1,2025-09-20,5.1,"Completed","Code of Conduct","Compliance"
"L100367_1",100367,9,2024-11-12,4.7,"Completed","Sales Negotiation","Business"
"L102149_1",102149,4,2024-05-18,3.6,"Completed","Inclusive Leadership","Leadership"
"L102149_2",102149,3,2025-03-22,1.8,"Completed","Manager Essentials","Leadership"
"L102149_3",102149,9,2025-07-27,6.2,"Completed","Sales Negotiation","Business"
"L107995_1",107995,1,2024-04-21,10.3,"Completed","Code of Conduct","Compliance"
"L108671_1",108671,3,2024-06-07,2.1,"Completed","Manager Essentials","Leadership"
"L108671_2",108671,9,2024-09-03,8.3,"Completed","Sales Negotiation","Business"
"L107603_1",107603,9,2024-07-16,6.1,"Completed","Sales Negotiation","Business"
"L107603_2",107603,2,2024-08-15,1,"Completed","Security Awareness","Compliance"
"L107603_3",107603,6,2024-11-17,9,"Completed","Power BI Foundations","Technical"
"L107603_4",107603,4,2024-11-30,4.4,"Completed","Inclusive Leadership","Leadership"
"L107603_5",107603,11,2025-01-28,4.2,"Completed","Finance for Managers","Business"
"L106889_1",106889,9,2024-10-19,4.1,"Completed","Sales Negotiation","Business"
"L106889_2",106889,3,2024-12-11,10.4,"Completed","Manager Essentials","Leadership"
"L106889_3",106889,2,2025-02-20,1.5,"Completed","Security Awareness","Compliance"
"L106889_4",106889,4,2025-03-18,1.7,"Completed","Inclusive Leadership","Leadership"
"L102032_1",102032,4,2025-01-09,10,"Completed","Inclusive Leadership","Leadership"
"L106029_1",106029,7,2026-01-03,4.1,"Completed","Project Management Basics","Business"
"L106029_2",106029,9,2026-01-17,8.5,"Completed","Sales Negotiation","Business"
"L104008_1",104008,7,2024-12-14,3.7,"Completed","Project Management Basics","Business"
"L104008_2",104008,1,2025-06-16,11.2,"Completed","Code of Conduct","Compliance"
"L109911_1",109911,8,2025-08-16,9.8,"Completed","Customer Experience","Business"
"L109911_2",109911,10,2026-02-12,7.6,"Completed","HR Compliance","Compliance"
"L101678_1",101678,1,2025-05-28,5.2,"Completed","Code of Conduct","Compliance"
"L101678_2",101678,7,2025-10-11,2.5,"Completed","Project Management Basics","Business"
"L103123_1",103123,3,2025-04-18,9.2,"Completed","Manager Essentials","Leadership"
"L103123_2",103123,2,2025-05-28,9.2,"Completed","Security Awareness","Compliance"
"L103123_3",103123,6,2025-07-15,4.5,"Completed","Power BI Foundations","Technical"
"L103123_4",103123,1,2026-02-15,2.2,"Completed","Code of Conduct","Compliance"
"L101775_1",101775,8,2025-07-14,1.4,"Completed","Customer Experience","Business"
"L100722_1",100722,8,2025-09-28,1.4,"Completed","Customer Experience","Business"
"L100722_2",100722,7,2025-11-24,5.3,"Completed","Project Management Basics","Business"
"L100722_3",100722,9,2025-12-04,10.3,"Completed","Sales Negotiation","Business"
"L100722_4",100722,2,2026-01-08,0.5,"Completed","Security Awareness","Compliance"
"L100722_5",100722,10,2026-01-25,10.2,"Completed","HR Compliance","Compliance"
"L100722_6",100722,5,2026-02-11,2.3,"Completed","Advanced Excel","Technical"
"L102788_1",102788,1,2025-08-13,6.1,"Completed","Code of Conduct","Compliance"
"L102788_2",102788,10,2025-09-05,7.5,"Completed","HR Compliance","Compliance"
"L102788_3",102788,4,2026-01-26,6.6,"Completed","Inclusive Leadership","Leadership"
"L109887_1",109887,2,2025-10-29,9.1,"Completed","Security Awareness","Compliance"
"L109887_2",109887,5,2025-11-07,4.8,"Completed","Advanced Excel","Technical"
"L109887_3",109887,11,2025-12-05,9.5,"Completed","Finance for Managers","Business"
"L109887_4",109887,1,2025-12-13,2.1,"Completed","Code of Conduct","Compliance"
"L108576_1",108576,1,2025-11-13,9.3,"Completed","Code of Conduct","Compliance"
"L108576_2",108576,7,2025-11-24,6,"Completed","Project Management Basics","Business"
"L108576_3",108576,5,2025-12-04,8.6,"Completed","Advanced Excel","Technical"
"L108576_4",108576,10,2026-01-04,9.3,"Completed","HR Compliance","Compliance"
"L108213_1",108213,12,2014-12-09,7.9,"Completed","Data Literacy","Technical"
"L108213_2",108213,9,2016-09-29,0.6,"Completed","Sales Negotiation","Business"
"L108213_3",108213,6,2017-01-05,10.1,"Completed","Power BI Foundations","Technical"
"L108213_4",108213,11,2020-01-06,10,"Completed","Finance for Managers","Business"
"L108213_5",108213,1,2024-08-23,5.7,"Completed","Code of Conduct","Compliance"
"L108213_6",108213,4,2025-03-22,9.9,"Completed","Inclusive Leadership","Leadership"
"L106125_1",106125,4,2018-08-20,0.7,"Completed","Inclusive Leadership","Leadership"
"L106125_2",106125,1,2022-02-16,3.5,"Completed","Code of Conduct","Compliance"
"L106125_3",106125,5,2023-03-14,1.5,"Completed","Advanced Excel","Technical"
"L106125_4",106125,7,2023-11-23,1.6,"Completed","Project Management Basics","Business"
"L101454_1",101454,2,2019-05-12,6.5,"Completed","Security Awareness","Compliance"
"L101454_2",101454,9,2021-05-08,9.7,"Completed","Sales Negotiation","Business"
"L101454_3",101454,3,2022-03-31,9.3,"Completed","Manager Essentials","Leadership"
"L101454_4",101454,7,2023-07-04,3.5,"Completed","Project Management Basics","Business"
"L105938_1",105938,2,2017-10-22,0.8,"Completed","Security Awareness","Compliance"
"L105833_1",105833,5,2020-06-06,11.4,"Completed","Advanced Excel","Technical"
"L104784_1",104784,6,2025-02-26,5.8,"Completed","Power BI Foundations","Technical"
"L104784_2",104784,12,2025-03-08,6.6,"Completed","Data Literacy","Technical"
"L104784_3",104784,3,2025-10-30,0.7,"Completed","Manager Essentials","Leadership"
"L109913_1",109913,8,2020-01-29,10.5,"Completed","Customer Experience","Business"
"L109913_2",109913,10,2021-10-29,8.2,"Completed","HR Compliance","Compliance"
"L109913_3",109913,3,2025-01-01,4.3,"Completed","Manager Essentials","Leadership"
"L100187_1",100187,5,2017-02-26,7.2,"Completed","Advanced Excel","Technical"
"L100187_2",100187,7,2020-03-09,3.2,"Completed","Project Management Basics","Business"
"L100187_3",100187,11,2022-05-11,3.5,"Completed","Finance for Managers","Business"
"L107324_1",107324,6,2017-03-25,3.6,"Completed","Power BI Foundations","Technical"
"L107324_2",107324,3,2020-03-12,1.6,"Completed","Manager Essentials","Leadership"
"L102897_1",102897,7,2017-06-27,2.4,"Completed","Project Management Basics","Business"
"L102897_2",102897,1,2020-08-05,7.4,"Completed","Code of Conduct","Compliance"
"L102897_3",102897,9,2024-05-26,6.8,"Completed","Sales Negotiation","Business"
"L102897_4",102897,4,2025-08-13,1.5,"Completed","Inclusive Leadership","Leadership"
"L102687_1",102687,12,2018-02-03,9.7,"Completed","Data Literacy","Technical"
"L102687_2",102687,7,2019-01-27,4.4,"Completed","Project Management Basics","Business"
"L102687_3",102687,1,2019-03-12,7.9,"Completed","Code of Conduct","Compliance"
"L102687_4",102687,3,2019-03-25,8.5,"Completed","Manager Essentials","Leadership"
"L102687_5",102687,5,2021-04-24,0.9,"Completed","Advanced Excel","Technical"
"L104192_1",104192,11,2025-05-29,3.8,"Completed","Finance for Managers","Business"
"L102847_1",102847,2,2019-04-08,0.6,"Completed","Security Awareness","Compliance"
"L102847_2",102847,6,2021-08-03,9.8,"Completed","Power BI Foundations","Technical"
"L102847_3",102847,7,2025-05-24,1.8,"Completed","Project Management Basics","Business"
"L102847_4",102847,12,2025-06-09,7.7,"Completed","Data Literacy","Technical"
"L102847_5",102847,9,2025-10-25,5.6,"Completed","Sales Negotiation","Business"
"L104248_1",104248,9,2021-03-10,4.6,"Completed","Sales Negotiation","Business"
"L104248_2",104248,6,2021-10-14,2.6,"Completed","Power BI Foundations","Technical"
"L104248_3",104248,1,2025-02-22,6,"Completed","Code of Conduct","Compliance"
"L109711_1",109711,1,2020-06-01,3.5,"Completed","Code of Conduct","Compliance"
"L109711_2",109711,12,2022-08-02,2.6,"Completed","Data Literacy","Technical"
"L109711_3",109711,11,2024-01-10,8.3,"Completed","Finance for Managers","Business"
"L109711_4",109711,6,2024-03-29,8.2,"Completed","Power BI Foundations","Technical"
"L106678_1",106678,7,2020-04-26,5.4,"Completed","Project Management Basics","Business"
"L106678_2",106678,12,2020-06-01,10.5,"Completed","Data Literacy","Technical"
"L106678_3",106678,10,2022-02-06,5.7,"Completed","HR Compliance","Compliance"
"L106985_1",106985,4,2020-05-26,9,"Completed","Inclusive Leadership","Leadership"
"L106985_2",106985,2,2021-10-27,9.9,"Completed","Security Awareness","Compliance"
"L100939_1",100939,2,2020-11-20,7,"Completed","Security Awareness","Compliance"
"L100939_2",100939,6,2022-12-20,4.3,"Completed","Power BI Foundations","Technical"
"L100939_3",100939,12,2025-12-25,9.6,"Completed","Data Literacy","Technical"
"L104646_1",104646,8,2024-09-23,8.1,"Completed","Customer Experience","Business"
"L105917_1",105917,9,2022-05-20,1.2,"Completed","Sales Negotiation","Business"
"L105917_2",105917,1,2022-07-16,11.7,"Completed","Code of Conduct","Compliance"
