"LeaveEventID","EmployeeID","LeaveType","LeaveStartDate","LeaveEndDate","LeaveDays","PaidFlag"
"LV101579_2",101579,"Bereavement",2023-08-20,2023-08-22,3,"Yes"
"LV108676_1",108676,"Bereavement",2022-06-07,2022-06-11,5,"Yes"
"LV106583_1",106583,"Vacation",2025-12-21,2025-12-26,6,"Yes"
"LV100684_1",100684,"Vacation",2022-04-26,2022-04-30,5,"Yes"
"LV100684_2",100684,"Sick Leave",2023-06-06,2023-06-09,4,"Yes"
"LV104714_1",104714,"Sick Leave",2023-02-03,2023-02-04,2,"Yes"
"LV107415_1",107415,"Medical Leave",2025-09-07,2025-10-07,31,"No"
"LV101178_1",101178,"Sick Leave",2022-12-01,2022-12-02,2,"Yes"
"LV105960_1",105960,"Sick Leave",2025-03-05,2025-03-09,5,"Yes"
"LV104775_1",104775,"Vacation",2024-12-05,2024-12-13,9,"Yes"
"LV104379_1",104379,"Sick Leave",2026-01-19,2026-01-19,1,"Yes"
"LV106670_1",106670,"Medical Leave",2024-02-04,2024-03-13,39,"No"
"LV103834_1",103834,"Jury Duty",2024-05-19,2024-05-24,6,"Yes"
"LV108876_1",108876,"Vacation",2025-01-21,2025-01-22,2,"Yes"
"LV106331_1",106331,"Medical Leave",2025-11-04,2025-11-22,19,"Yes"
"LV109309_1",109309,"Vacation",2024-08-18,2024-08-22,5,"Yes"
"LV103213_1",103213,"Sick Leave",2025-03-08,2025-03-10,3,"Yes"
"LV105367_1",105367,"Sick Leave",2024-11-07,2024-11-09,3,"Yes"
"LV105367_2",105367,"Bereavement",2025-05-03,2025-05-06,4,"Yes"
"LV104436_1",104436,"Sick Leave",2024-12-11,2024-12-11,1,"Yes"
"LV104436_2",104436,"Jury Duty",2024-12-14,2024-12-21,8,"Yes"
"LV108053_1",108053,"Vacation",2025-06-21,2025-06-25,5,"Yes"
"LV109521_1",109521,"Bereavement",2025-04-06,2025-04-09,4,"Yes"
"LV103477_1",103477,"Sick Leave",2026-02-03,2026-02-04,2,"Yes"
"LV107007_1",107007,"Sick Leave",2025-12-11,2025-12-15,5,"Yes"
"LV105625_1",105625,"Medical Leave",2025-05-29,2025-07-06,39,"No"
"LV103880_1",103880,"Parental Leave",2024-12-20,2025-01-24,36,"Yes"
"LV104771_1",104771,"Sick Leave",2026-01-02,2026-01-04,3,"Yes"
"LV108263_1",108263,"Bereavement",2025-09-26,2025-09-29,4,"Yes"
"LV108263_2",108263,"Sick Leave",2025-10-30,2025-11-01,3,"Yes"
"LV100713_1",100713,"Medical Leave",2026-01-12,2026-02-01,21,"No"
"LV102649_1",102649,"Sick Leave",2026-01-16,2026-01-18,3,"Yes"
"LV102649_2",102649,"Jury Duty",2026-02-11,2026-02-14,4,"Yes"
"LV107217_1",107217,"Vacation",2026-01-10,2026-01-14,5,"Yes"
"LV102596_1",102596,"Parental Leave",2025-09-27,2025-10-23,27,"Yes"
"LV106384_1",106384,"Medical Leave",2025-03-16,2025-04-04,20,"No"
"LV109761_1",109761,"Medical Leave",2017-11-09,2017-11-26,18,"No"
"LV105380_1",105380,"Sick Leave",2016-04-13,2016-04-17,5,"Yes"
"LV107776_1",107776,"Sick Leave",2019-08-28,2019-08-28,1,"Yes"
"LV105490_1",105490,"Medical Leave",2019-08-31,2019-09-10,11,"Yes"
"LV106887_1",106887,"Sick Leave",2020-07-06,2020-07-10,5,"Yes"
"LV108196_1",108196,"Vacation",2018-03-22,2018-03-30,9,"Yes"
"LV103863_1",103863,"Vacation",2015-12-05,2015-12-12,8,"Yes"
"LV106255_1",106255,"Vacation",2025-10-28,2025-11-03,7,"Yes"
"LV101679_1",101679,"Sick Leave",2025-02-18,2025-02-20,3,"Yes"
"LV101498_1",101498,"Vacation",2019-01-01,2019-01-02,2,"Yes"
"LV107950_1",107950,"Sick Leave",2023-02-25,2023-02-27,3,"Yes"
"LV109943_1",109943,"Jury Duty",2020-05-21,2020-05-22,2,"Yes"
"LV108960_1",108960,"Vacation",2025-03-31,2025-04-08,9,"Yes"
"LV101077_1",101077,"Vacation",2021-06-08,2021-06-15,8,"Yes"
"LV103940_1",103940,"Sick Leave",2021-12-02,2021-12-03,2,"Yes"
"LV108437_1",108437,"Sick Leave",2019-12-11,2019-12-15,5,"Yes"
"LV108437_2",108437,"Jury Duty",2020-09-28,2020-09-30,3,"Yes"
"LV101781_1",101781,"Vacation",2017-11-23,2017-11-27,5,"Yes"
"LV101781_2",101781,"Vacation",2021-04-10,2021-04-12,3,"Yes"
"LV109077_1",109077,"Sick Leave",2025-01-25,2025-01-25,1,"Yes"
"LV107182_1",107182,"Medical Leave",2017-01-02,2017-01-12,11,"Yes"
"LV104515_1",104515,"Vacation",2021-11-18,2021-11-25,8,"Yes"
"LV102763_1",102763,"Parental Leave",2019-05-26,2019-07-12,48,"Yes"
"LV107615_1",107615,"Medical Leave",2025-02-06,2025-03-08,31,"No"
"LV106338_1",106338,"Sick Leave",2018-09-23,2018-09-27,5,"Yes"
"LV106338_2",106338,"Vacation",2021-08-06,2021-08-12,7,"Yes"
"LV108552_1",108552,"Vacation",2018-05-02,2018-05-05,4,"Yes"
"LV102566_1",102566,"Jury Duty",2018-03-23,2018-03-25,3,"Yes"
"LV106963_1",106963,"Vacation",2024-08-23,2024-08-30,8,"Yes"
"LV106963_2",106963,"Vacation",2025-04-03,2025-04-07,5,"Yes"
"LV102761_1",102761,"Vacation",2025-07-23,2025-07-27,5,"Yes"
"LV108486_1",108486,"Vacation",2020-04-08,2020-04-15,8,"Yes"
"LV107087_1",107087,"Medical Leave",2020-02-09,2020-02-20,12,"Yes"
"LV107087_2",107087,"Vacation",2021-08-08,2021-08-17,10,"Yes"
"LV108221_1",108221,"Sick Leave",2023-08-29,2023-09-01,4,"Yes"
"LV105684_1",105684,"Vacation",2018-12-13,2018-12-19,7,"Yes"
"LV101701_1",101701,"Sick Leave",2021-12-12,2021-12-16,5,"Yes"
"LV109380_1",109380,"Vacation",2021-08-14,2021-08-16,3,"Yes"
"LV107881_1",107881,"Vacation",2020-07-23,2020-08-01,10,"Yes"
"LV107763_1",107763,"Sick Leave",2022-10-27,2022-10-29,3,"Yes"
"LV109557_1",109557,"Sick Leave",2022-10-06,2022-10-07,2,"Yes"
"LV105024_1",105024,"Sick Leave",2020-10-17,2020-10-21,5,"Yes"
"LV104106_1",104106,"Medical Leave",2022-02-15,2022-03-10,24,"No"
"LV104106_2",104106,"Medical Leave",2022-05-17,2022-06-01,16,"Yes"
"LV101895_1",101895,"Bereavement",2021-08-30,2021-09-01,3,"Yes"
"LV105943_1",105943,"Parental Leave",2023-02-14,2023-03-25,40,"No"
"LV100908_1",100908,"Sick Leave",2023-08-20,2023-08-23,4,"Yes"
"LV103181_1",103181,"Parental Leave",2023-11-17,2024-01-05,50,"No"
"LV103616_1",103616,"Sick Leave",2025-03-26,2025-03-29,4,"Yes"
"LV107609_1",107609,"Sick Leave",2021-05-10,2021-05-12,3,"Yes"
"LV107785_1",107785,"Vacation",2021-03-21,2021-03-25,5,"Yes"
"LV101755_1",101755,"Sick Leave",2025-12-12,2025-12-13,2,"Yes"
"LV100753_1",100753,"Sick Leave",2024-07-07,2024-07-11,5,"Yes"
"LV104673_1",104673,"Vacation",2022-08-29,2022-09-02,5,"Yes"
"LV108294_1",108294,"Vacation",2025-05-14,2025-05-15,2,"Yes"
"LV103946_1",103946,"Vacation",2024-07-18,2024-07-26,9,"Yes"
"LV102308_1",102308,"Medical Leave",2022-03-02,2022-04-06,36,"Yes"
"LV109703_1",109703,"Bereavement",2023-09-11,2023-09-12,2,"Yes"
"LV109703_2",109703,"Jury Duty",2025-01-04,2025-01-10,7,"Yes"
"LV103512_1",103512,"Vacation",2024-12-27,2024-12-31,5,"Yes"
"LV106813_1",106813,"Vacation",2023-07-08,2023-07-10,3,"Yes"
"LV108162_1",108162,"Vacation",2023-04-28,2023-05-05,8,"Yes"
"LV101790_1",101790,"Parental Leave",2025-05-06,2025-06-22,48,"Yes"
"LV105414_1",105414,"Vacation",2024-10-18,2024-10-26,9,"Yes"
"LV101026_1",101026,"Vacation",2023-08-12,2023-08-14,3,"Yes"
"LV101026_2",101026,"Vacation",2026-01-19,2026-01-28,10,"Yes"
"LV101057_1",101057,"Vacation",2022-08-14,2022-08-15,2,"Yes"
"LV101057_2",101057,"Sick Leave",2025-06-20,2025-06-23,4,"Yes"
"LV107346_1",107346,"Sick Leave",2022-09-14,2022-09-18,5,"Yes"
"LV107392_1",107392,"Sick Leave",2024-07-14,2024-07-15,2,"Yes"
"LV101742_1",101742,"Vacation",2023-09-26,2023-09-28,3,"Yes"
"LV101915_1",101915,"Vacation",2023-06-16,2023-06-20,5,"Yes"
"LV104460_1",104460,"Sick Leave",2025-08-03,2025-08-04,2,"Yes"
"LV108490_1",108490,"Vacation",2024-01-15,2024-01-19,5,"Yes"
"LV101083_1",101083,"Vacation",2023-08-09,2023-08-11,3,"Yes"
"LV108859_1",108859,"Sick Leave",2023-07-24,2023-07-26,3,"Yes"
"LV108859_2",108859,"Vacation",2025-02-03,2025-02-07,5,"Yes"
"LV102068_1",102068,"Vacation",2024-07-17,2024-07-20,4,"Yes"
"LV102068_2",102068,"Medical Leave",2025-08-21,2025-08-29,9,"Yes"
"LV100261_1",100261,"Sick Leave",2024-12-28,2024-12-28,1,"Yes"
"LV103336_1",103336,"Vacation",2025-05-27,2025-05-30,4,"Yes"
"LV100487_1",100487,"Medical Leave",2025-12-26,2026-01-22,28,"No"
"LV107594_1",107594,"Vacation",2024-07-31,2024-08-08,9,"Yes"
"LV103463_1",103463,"Sick Leave",2025-09-17,2025-09-19,3,"Yes"
"LV100178_1",100178,"Vacation",2025-07-27,2025-08-04,9,"Yes"
"LV106157_1",106157,"Vacation",2025-09-15,2025-09-17,3,"Yes"
"LV101724_1",101724,"Parental Leave",2025-03-25,2025-04-16,23,"No"
"LV104833_1",104833,"Parental Leave",2025-05-28,2025-07-09,43,"Yes"
"LV102896_1",102896,"Vacation",2024-11-04,2024-11-07,4,"Yes"
"LV108443_1",108443,"Vacation",2025-04-27,2025-04-29,3,"Yes"
"LV100229_1",100229,"Medical Leave",2025-11-18,2025-12-21,34,"No"
"LV104758_1",104758,"Medical Leave",2025-04-21,2025-05-04,14,"No"
"LV100424_1",100424,"Vacation",2026-01-31,2026-02-04,5,"Yes"
"LV104282_1",104282,"Vacation",2026-01-05,2026-01-12,8,"Yes"
"LV105563_1",105563,"Vacation",2026-01-27,2026-02-03,8,"Yes"
